Aamir Khan,"Aamir Khan (pronounced [?a?m?r ?xa?n]; born Mohammed Aamir Hussain Khan on 14 March 1965) is an Indian film actor, director and producer. Through his career in Hindi films, Khan has established himself as one of the most popular and influential actors of Indian cinema. He is the recipient of numerous awards, including four National Film Awards and seven Filmfare Awards. He was honoured by the Government of India with the Padma Shri in 2003 and the Padma Bhushan in 2010.
Khan first appeared on screen as a child actor in his uncle Nasir Hussain's film Yaadon Ki Baaraat (1973). His first feature film role came with the experimental film Holi (1984), and he began a full-time acting career with a leading role in the tragic romance Qayamat Se Qayamat Tak (1988). His performance in the film and in the thriller Raakh (1989) earned him a Special Mention at the National Film Award ceremony. He established himself as a leading actor of Hindi cinema in the 1990s by appearing in several commercially successful films, including the romantic drama Dil (1990), the romance Raja Hindustani (1996), for which he won his first Filmfare Award for Best Actor, and the drama Sarfarosh (1999).",https://upload.wikimedia.org/wikipedia/en/6/60/Aamir_khan_signature.jpg,Mumbai, 1965-03-14 
Abhay Deol,"Abhay Deol (also known as Abhay Singh Deol, born 15 March 1976) is an Indian film actor and producer of Hindi language films. Born in the influential Deol family of the Hindi cinema, he began acting at a young age in theater productions at his school. Deol made his on screen debut in 2005 with Imtiaz Ali's romantic comedy Socha Na Tha.
After the modest success of his debut, Deol garnered praise for his performances in films including Manorama Six Feet Under (2007), which won him the Best Actor Award at the Indo-American Arts Council Film Festival, and the commercially successful Oye Lucky! Lucky Oye! (2008). His breakthrough role came in 2009 with the starring role as Dev in Anurag Kashyap's critically and commercially successful Dev.D, a modern day adaptation of the Bengali classic novel Devdas. With the success of the film, Deol gained wider recognition and further praise from film critics.",https://upload.wikimedia.org/wikipedia/en/c/c9/Abhay_Deol_at_Ficci_Frames.jpg,Mumbai, 1976-03-15 
Abhishek Bachchan,"Abhishek Bachchan (born 5 February 1976) is an Indian actor, producer and playback singer best known for his work in Hindi films. He is the son of veteran actors Amitabh Bachchan and Jaya Bachchan. He made his film debut in the war drama Refugee (2000), which did not perform well at the box office, but had earned him appreciation from critics. For the next few years, Bachchan starred in a series of unsuccessful films that failed to propel his career forward. Bachchan then established himself as a leading actor of Hindi cinema with the blockbuster action thriller Dhoom (2004).
Since then, he has starred in several successful films, including Bunty Aur Babli (2005), Dhoom 2 (2006), Guru (2007), Dostana (2008), Bol Bachchan (2012) and Housefull 3 (2016). He has also featured in Dhoom 3 (2013) and Happy New Year (2014), which both rank among the highest-grossing Indian films of all time. In addition to three consecutive Filmfare Awards for Best Supporting Actor for his critically acclaimed performances in Yuva (2004), Sarkar (2005), and Kabhi Alvida Naa Kehna (2006), Bachchan has garnered the National Film Award for Best Feature Film in Hindi for producing the family dramedy Paa (2009).",https://upload.wikimedia.org/wikipedia/commons/6/62/Abhi_2014.jpg,Mumbai, 1976-02-05 
Aditya Roy Kapoor,"Aditya Roy Kapur (pronounced [?di?tj? roj k??pu?r]; born 16 November 1985) is an Indian film actor who works in Hindi films. After a brief career as a VJ on Channel V, he made his film debut with a minor role in London Dreams (2009) and followed it by playing supporting roles in Action Replayy (2010) and Guzaarish (2010). He rose to prominence in 2013 by playing the male lead in the highly successful romantic drama Aashiqui 2 and a supporting role in the coming-of-age romance Yeh Jawaani Hai Deewani, both of which ranked among the highest-grossing Bollywood films of the year.",https://upload.wikimedia.org/wikipedia/commons/8/8c/Aditya_Roy_Kapur_at_Celio_launch.jpg,Mumbai, 1985-11-16 
Aishwarya Rai Bachchan,"Aishwarya Rai (born 1 November 1973), also known by her married name Aishwarya Rai Bachchan, is an Indian actress, model and the winner of the Miss World 1994 pageant. Through her successful acting career, she has established herself as one of the most popular and influential celebrities in India. Rai has received several awards, including two Filmfare Awards from ten nominations, and she was awarded the Padma Shri by the Government of India in 2009. She is often cited as the ""most beautiful woman in the world"".
While in college, Rai did a few modelling assignments. Following appearances in several television commercials, she entered the Miss India pageant, in which she placed second. She was then crowned Miss World 1994, after which she began receiving offers to act in film. She made her acting debut in Mani Ratnam's 1997 Tamil film Iruvar starring legendary versatile actor Mohanlal and had her first Hindi film release in Aur Pyaar Ho Gaya that same year.",https://upload.wikimedia.org/wikipedia/commons/2/2c/Aishwarya_Rai_Bachchan_recieves_Outlook_Business_Outstanding_Woman_Award_%286%29.jpg,Mumbai, 1973-11-01 
Ajay Devgan,"Ajay Devgan (born Vishal Veeru Devgan on 2 April 1969), also credited as Ajay Devgn, is an Indian film actor, director and producer. He is widely considered as one of the most popular actors of Hindi cinema who has appeared in over a hundred Hindi films. He has won numerous awards, including two National Film Awards and four Filmfare Awards. In 2016, he was honoured by the Government of India with the Padma Shri, the fourth highest civilian honour of the country.
Devgan began his professional career with Phool Aur Kaante in 1991 and received a Filmfare Award for Best Male Debut for his performance. He then starred in successful films such as Jigar (1992), Dilwale (1994), Suhaag (1994), Naajayaz (1995), Diljale (1996) and Ishq (1997). In 1998, he appeared in a critically acclaimed performance in Mahesh Bhatt's drama Zakhm and he received his first National Film Award for Best Actor for his role in the movie. In 1999, his most-talked-about film was Hum Dil De Chuke Sanam in which he played Vanraj, a man who tries to unite his wife with her lover.",https://upload.wikimedia.org/wikipedia/commons/c/cb/Ajay_Devgn_snapped_at_%27Action_Jackson%27_photoshoot.jpg,Mumbai, 1969-04-02 
Akshay Kumar,"Rajiv Hari Om Bhatia (born 9 September 1967), better known by his stage name Akshay Kumar, is an Indian-born Canadian actor, producer and martial artist who has appeared in over a hundred Hindi films. He has been nominated for Filmfare Awards several times, winning it two times. When he began his acting career in the 1990s, he primarily starred in action films and was known for his appearances in films of the ""Khiladi series"" as well as other action films such as Waqt Hamara Hai (1993), Mohra (1994), Elaan (1994), Suhaag (1994), Sapoot (1996), Jaanwar (1999).
Later, Kumar also gained fame for his drama, romance, action and comic roles. His performances in romance films like Yeh Dillagi (1994), Dhadkan (2000), Andaaz (2003) and Namastey London (2007), as well as drama films such as Waqt: The Race Against Time (2005). His comic performances in comedy films such as Hera Pheri (2000), Mujhse Shaadi Karogi (2004), Garam Masala (2005), Bhagam Bhag (2006), Bhool Bhulaiyaa (2007), and Singh Is Kinng (2008) met with acclaim. In 2007, he starred in four consecutive commercially successful films. Kumar hit a rough patch since 2009 to 2011 but came back with two successes, Housefull 2 (2012) and Rowdy Rathore (2012) with both of them grossing over ?1 billion (US$15 million).",https://upload.wikimedia.org/wikipedia/commons/1/1e/AkshayKumar_promoting_his_film_%27Gabbar_Is_Back%27.jpg,Mumbai, 1967-09-09 
Akshaye Khanna,"Akshaye Khanna (born 28 March 1975) is an Indian film actor. He made his acting debut in the year 1997 with Himalay Putra which was produced by his father Vinod Khanna. Since then he has been featured in several critically and commercially acclaimed films. Akshaye has been a recipient of Filmfare Awards twice. His most popular films include Border (1997), Taal (1999), Dil Chahta Hai (2001), Hulchul (2004), Race (2008) among others. He was critically acclaimed for his performance in Dil Chahta Hai (2001), Humraaz (2002) and Gandhi, My Father (2007).
Akshaye Khanna had a four year long gap from his acting career (after Gali Gali Chor Hai). He has returned in 2016 as an antagonistic character in the film Dishoom.",https://upload.wikimedia.org/wikipedia/commons/e/e6/Akshaye_Khanna_still2.jpg,Mumbai, 1975-03-28 
Alia Bhatt,"Alia Bhatt (born 15 March 1993) is a British-Indian film actress and singer. Born into the Bhatt family, she is the daughter of filmmaker Mahesh Bhatt and actress Soni Razdan, and the cousin of actor Emraan Hashmi. Bhatt has established a career in Hindi films, and is the recipient of numerous accolades, including one Filmfare Award and two Stardust Awards.
After making her acting debut as a child artist in the 1999 thriller Sangharsh, Bhatt played her first leading role in Karan Johar's moderately successful dramedy Student of the Year (2012), which earned her a nomination for the Filmfare Award for Best Female Debut. She received critical acclaim for portraying emotionally intense characters in the road drama Highway (2014), which won her a Filmfare Critics Award for Best Actress, and the crime drama Udta Punjab (2016). Bhatt established herself in Bollywood by starring as the female lead in the romantic drama 2 States (2014), the romantic comedy Humpty Sharma Ki Dulhania (2014), and the drama Kapoor & Sons (2016), all of which earned over ?1 billion (US$15 million) worldwide.
In addition to acting in films, Bhatt has sung three of her film songs. She participates in stage shows, and has launched her own line of clothing for women, in association with the online fashion portal Jabong.com.",https://upload.wikimedia.org/wikipedia/commons/a/ae/Alia_Bhatt_2016.jpg,Mumbai, 1993-03-15 
Amitabh Bachchan,"Amitabh Harivansh Rai Shrivastava Bachchan (IPA: [?m??ta?b? ?b?t???n]; born 11 October 1942) is an Indian film actor. He first gained popularity in the early 1970s for movies like Zanjeer and Deewar, and was dubbed India's first ""angry young man"" for his on-screen roles in Bollywood. Referred to as the ""Shahenshah of Bollywood"", ""Star of the Millennium"" or ""Big B"", he has since appeared in over 180 Indian films in a career spanning more than four decades. Bachchan is widely regarded as one of the greatest and most influential actors in the history of Indian cinema.",https://upload.wikimedia.org/wikipedia/commons/9/9e/Amitabh_Bachchan_December_2013.png,Mumbai, 1942-10-11 
